"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",9,8,7,6,6,2,2,2,2
"V2",3,1,1,1,1,1,1,1,1
"V3",2,2,1,1,1,1,1,1,1
"V4",5,4,3,3,3,3,3,1,1
"V5",8,7,6,3,3,3,3,1,1
"V6",4,3,2,2,2,2,2,2,2
"V7",8,7,6,3,3,3,3,1,1
"V8",10,9,8,7,4,4,4,3,2
"V9",6,5,4,4,4,4,4,3,2
"V10",4,3,2,2,2,2,2,2,2
"V11",7,6,5,5,5,5,4,3,2
"V12",8,7,6,3,3,3,3,1,1
"V13",4,3,2,2,2,2,2,2,2
"V14",6,5,4,4,4,4,4,3,2
"V15",2,2,1,1,1,1,1,1,1
"V16",10,9,8,7,4,4,4,3,2
"V17",2,2,1,1,1,1,1,1,1
"V18",6,5,4,4,4,4,4,3,2
"V19",7,6,5,5,5,5,4,3,2
"V20",7,6,5,5,5,5,4,3,2
"V21",1,1,1,1,1,1,1,1,1
"V22",9,8,7,6,6,2,2,2,2
"V23",5,4,3,3,3,3,3,1,1
"V24",10,9,8,7,4,4,4,3,2
"V25",10,9,8,7,4,4,4,3,2
"V26",6,5,4,4,4,4,4,3,2
"V27",5,4,3,3,3,3,3,1,1
"V28",6,5,4,4,4,4,4,3,2
"V29",7,6,5,5,5,5,4,3,2
"V30",7,6,5,5,5,5,4,3,2
"V31",3,1,1,1,1,1,1,1,1
"V32",6,5,4,4,4,4,4,3,2
"V33",10,9,8,7,4,4,4,3,2
"V34",7,6,5,5,5,5,4,3,2
"V35",4,3,2,2,2,2,2,2,2
"V36",9,8,7,6,6,2,2,2,2
"V37",4,3,2,2,2,2,2,2,2
"V38",1,1,1,1,1,1,1,1,1
"V39",8,7,6,3,3,3,3,1,1
"V40",4,3,2,2,2,2,2,2,2
"V41",4,3,2,2,2,2,2,2,2
"V42",7,6,5,5,5,5,4,3,2
"V43",4,3,2,2,2,2,2,2,2
"V44",7,6,5,5,5,5,4,3,2
"V45",10,9,8,7,4,4,4,3,2
"V46",10,9,8,7,4,4,4,3,2
"V47",6,5,4,4,4,4,4,3,2
"V48",10,9,8,7,4,4,4,3,2
"V49",7,6,5,5,5,5,4,3,2
"V50",2,2,1,1,1,1,1,1,1
"V51",9,8,7,6,6,2,2,2,2
"V52",10,9,8,7,4,4,4,3,2
"V53",9,8,7,6,6,2,2,2,2
"V54",4,3,2,2,2,2,2,2,2
"V55",7,6,5,5,5,5,4,3,2
"V56",1,1,1,1,1,1,1,1,1
"V57",7,6,5,5,5,5,4,3,2
"V58",6,5,4,4,4,4,4,3,2
"V59",4,3,2,2,2,2,2,2,2
"V60",6,5,4,4,4,4,4,3,2
"V61",7,6,5,5,5,5,4,3,2
"V62",9,8,7,6,6,2,2,2,2
"V63",6,5,4,4,4,4,4,3,2
"V64",4,3,2,2,2,2,2,2,2
"V65",3,1,1,1,1,1,1,1,1
"V66",6,5,4,4,4,4,4,3,2
"V67",7,6,5,5,5,5,4,3,2
"V68",4,3,2,2,2,2,2,2,2
"V69",7,6,5,5,5,5,4,3,2
"V70",10,9,8,7,4,4,4,3,2
"V71",8,7,6,3,3,3,3,1,1
"V72",7,6,5,5,5,5,4,3,2
"V73",4,3,2,2,2,2,2,2,2
"V74",6,5,4,4,4,4,4,3,2
"V75",7,6,5,5,5,5,4,3,2
"V76",4,3,2,2,2,2,2,2,2
"V77",4,3,2,2,2,2,2,2,2
"V78",7,6,5,5,5,5,4,3,2
"V79",4,3,2,2,2,2,2,2,2
"V80",4,3,2,2,2,2,2,2,2
"V81",4,3,2,2,2,2,2,2,2
"V82",4,3,2,2,2,2,2,2,2
"V83",4,3,2,2,2,2,2,2,2
"V84",4,3,2,2,2,2,2,2,2
"V85",9,8,7,6,6,2,2,2,2
"V86",4,3,2,2,2,2,2,2,2
"V87",10,9,8,7,4,4,4,3,2
"V88",10,9,8,7,4,4,4,3,2
"V89",8,7,6,3,3,3,3,1,1
"V90",8,7,6,3,3,3,3,1,1
"V91",6,5,4,4,4,4,4,3,2
"V92",4,3,2,2,2,2,2,2,2
"V93",10,9,8,7,4,4,4,3,2
"V94",7,6,5,5,5,5,4,3,2
"V95",6,5,4,4,4,4,4,3,2
"V96",4,3,2,2,2,2,2,2,2
"V97",2,2,1,1,1,1,1,1,1
"V98",9,8,7,6,6,2,2,2,2
"V99",2,2,1,1,1,1,1,1,1
"V100",4,3,2,2,2,2,2,2,2
"V101",1,1,1,1,1,1,1,1,1
"V102",4,3,2,2,2,2,2,2,2
"V103",4,3,2,2,2,2,2,2,2
"V104",10,9,8,7,4,4,4,3,2
"V105",10,9,8,7,4,4,4,3,2
"V106",9,8,7,6,6,2,2,2,2
"V107",7,6,5,5,5,5,4,3,2
"V108",2,2,1,1,1,1,1,1,1
"V109",7,6,5,5,5,5,4,3,2
"V110",4,3,2,2,2,2,2,2,2
"V111",4,3,2,2,2,2,2,2,2
"V112",9,8,7,6,6,2,2,2,2
"V113",3,1,1,1,1,1,1,1,1
"V114",2,2,1,1,1,1,1,1,1
"V115",6,5,4,4,4,4,4,3,2
"V116",1,1,1,1,1,1,1,1,1
"V117",9,8,7,6,6,2,2,2,2
"V118",6,5,4,4,4,4,4,3,2
"V119",4,3,2,2,2,2,2,2,2
"V120",4,3,2,2,2,2,2,2,2
"V121",8,7,6,3,3,3,3,1,1
"V122",4,3,2,2,2,2,2,2,2
"V123",2,2,1,1,1,1,1,1,1
"V124",4,3,2,2,2,2,2,2,2
"V125",2,2,1,1,1,1,1,1,1
"V126",5,4,3,3,3,3,3,1,1
"V127",3,1,1,1,1,1,1,1,1
"V128",4,3,2,2,2,2,2,2,2
"V129",7,6,5,5,5,5,4,3,2
"V130",6,5,4,4,4,4,4,3,2
"V131",6,5,4,4,4,4,4,3,2
"V132",6,5,4,4,4,4,4,3,2
"V133",2,2,1,1,1,1,1,1,1
"V134",7,6,5,5,5,5,4,3,2
"V135",10,9,8,7,4,4,4,3,2
"V136",10,9,8,7,4,4,4,3,2
"V137",10,9,8,7,4,4,4,3,2
"V138",9,8,7,6,6,2,2,2,2
"V139",10,9,8,7,4,4,4,3,2
"V140",4,3,2,2,2,2,2,2,2
"V141",4,3,2,2,2,2,2,2,2
"V142",7,6,5,5,5,5,4,3,2
"V143",3,1,1,1,1,1,1,1,1
"V144",10,9,8,7,4,4,4,3,2
"V145",2,2,1,1,1,1,1,1,1
"V146",7,6,5,5,5,5,4,3,2
"V147",7,6,5,5,5,5,4,3,2
"V148",10,9,8,7,4,4,4,3,2
"V149",4,3,2,2,2,2,2,2,2
"V150",4,3,2,2,2,2,2,2,2
"V151",9,8,7,6,6,2,2,2,2
"V152",4,3,2,2,2,2,2,2,2
"V153",7,6,5,5,5,5,4,3,2
"V154",6,5,4,4,4,4,4,3,2
"V155",7,6,5,5,5,5,4,3,2
"V156",8,7,6,3,3,3,3,1,1
"V157",7,6,5,5,5,5,4,3,2
"V158",9,8,7,6,6,2,2,2,2
"V159",6,5,4,4,4,4,4,3,2
"V160",9,8,7,6,6,2,2,2,2
"V161",3,1,1,1,1,1,1,1,1
"V162",6,5,4,4,4,4,4,3,2
"V163",6,5,4,4,4,4,4,3,2
"V164",9,8,7,6,6,2,2,2,2
"V165",4,3,2,2,2,2,2,2,2
"V166",2,2,1,1,1,1,1,1,1
"V167",8,7,6,3,3,3,3,1,1
"V168",4,3,2,2,2,2,2,2,2
"V169",8,7,6,3,3,3,3,1,1
"V170",9,8,7,6,6,2,2,2,2
"V171",7,6,5,5,5,5,4,3,2
"V172",1,1,1,1,1,1,1,1,1
"V173",6,5,4,4,4,4,4,3,2
"V174",2,2,1,1,1,1,1,1,1
"V175",8,7,6,3,3,3,3,1,1
"V176",2,2,1,1,1,1,1,1,1
"V177",4,3,2,2,2,2,2,2,2
"V178",4,3,2,2,2,2,2,2,2
"V179",4,3,2,2,2,2,2,2,2
"V180",6,5,4,4,4,4,4,3,2
"V181",10,9,8,7,4,4,4,3,2
"V182",4,3,2,2,2,2,2,2,2
"V183",3,1,1,1,1,1,1,1,1
"V184",4,3,2,2,2,2,2,2,2
