"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",2,2,2,2,2,2,2,2,2
"V2",10,9,8,7,1,1,1,1,1
"V3",4,4,4,4,4,3,3,3,1
"V4",5,5,4,4,4,3,3,3,1
"V5",8,8,7,4,4,3,3,3,1
"V6",2,2,2,2,2,2,2,2,2
"V7",8,8,7,4,4,3,3,3,1
"V8",9,9,8,7,1,1,1,1,1
"V9",1,1,1,1,1,1,1,1,1
"V10",2,2,2,2,2,2,2,2,2
"V11",7,7,6,6,6,5,4,2,2
"V12",6,6,5,5,5,4,3,3,1
"V13",2,2,2,2,2,2,2,2,2
"V14",1,1,1,1,1,1,1,1,1
"V15",2,2,2,2,2,2,2,2,2
"V16",9,9,8,7,1,1,1,1,1
"V17",4,4,4,4,4,3,3,3,1
"V18",1,1,1,1,1,1,1,1,1
"V19",7,7,6,6,6,5,4,2,2
"V20",7,7,6,6,6,5,4,2,2
"V21",4,4,4,4,4,3,3,3,1
"V22",2,2,2,2,2,2,2,2,2
"V23",5,5,4,4,4,3,3,3,1
"V24",9,9,8,7,1,1,1,1,1
"V25",9,9,8,7,1,1,1,1,1
"V26",1,1,1,1,1,1,1,1,1
"V27",7,7,6,6,6,5,4,2,2
"V28",1,1,1,1,1,1,1,1,1
"V29",7,7,6,6,6,5,4,2,2
"V30",7,7,6,6,6,5,4,2,2
"V31",10,9,8,7,1,1,1,1,1
"V32",1,1,1,1,1,1,1,1,1
"V33",9,9,8,7,1,1,1,1,1
"V34",7,7,6,6,6,5,4,2,2
"V35",2,2,2,2,2,2,2,2,2
"V36",2,2,2,2,2,2,2,2,2
"V37",2,2,2,2,2,2,2,2,2
"V38",4,4,4,4,4,3,3,3,1
"V39",8,8,7,4,4,3,3,3,1
"V40",7,7,6,6,6,5,4,2,2
"V41",2,2,2,2,2,2,2,2,2
"V42",7,7,6,6,6,5,4,2,2
"V43",2,2,2,2,2,2,2,2,2
"V44",7,7,6,6,6,5,4,2,2
"V45",9,9,8,7,1,1,1,1,1
"V46",9,9,8,7,1,1,1,1,1
"V47",2,2,2,2,2,2,2,2,2
"V48",9,9,8,7,1,1,1,1,1
"V49",7,7,6,6,6,5,4,2,2
"V50",4,4,4,4,4,3,3,3,1
"V51",2,2,2,2,2,2,2,2,2
"V52",9,9,8,7,1,1,1,1,1
"V53",2,2,2,2,2,2,2,2,2
"V54",2,2,2,2,2,2,2,2,2
"V55",7,7,6,6,6,5,4,2,2
"V56",3,3,3,3,3,3,3,3,1
"V57",7,7,6,6,6,5,4,2,2
"V58",1,1,1,1,1,1,1,1,1
"V59",2,2,2,2,2,2,2,2,2
"V60",1,1,1,1,1,1,1,1,1
"V61",7,7,6,6,6,5,4,2,2
"V62",2,2,2,2,2,2,2,2,2
"V63",1,1,1,1,1,1,1,1,1
"V64",7,7,6,6,6,5,4,2,2
"V65",10,9,8,7,1,1,1,1,1
"V66",1,1,1,1,1,1,1,1,1
"V67",7,7,6,6,6,5,4,2,2
"V68",2,2,2,2,2,2,2,2,2
"V69",7,7,6,6,6,5,4,2,2
"V70",9,9,8,7,1,1,1,1,1
"V71",5,5,4,4,4,3,3,3,1
"V72",7,7,6,6,6,5,4,2,2
"V73",7,7,6,6,6,5,4,2,2
"V74",1,1,1,1,1,1,1,1,1
"V75",7,7,6,6,6,5,4,2,2
"V76",2,2,2,2,2,2,2,2,2
"V77",2,2,2,2,2,2,2,2,2
"V78",7,7,6,6,6,5,4,2,2
"V79",2,2,2,2,2,2,2,2,2
"V80",2,2,2,2,2,2,2,2,2
"V81",2,2,2,2,2,2,2,2,2
"V82",1,1,1,1,1,1,1,1,1
"V83",2,2,2,2,2,2,2,2,2
"V84",2,2,2,2,2,2,2,2,2
"V85",2,2,2,2,2,2,2,2,2
"V86",2,2,2,2,2,2,2,2,2
"V87",9,9,8,7,1,1,1,1,1
"V88",7,7,6,6,6,5,4,2,2
"V89",5,5,4,4,4,3,3,3,1
"V90",5,5,4,4,4,3,3,3,1
"V91",1,1,1,1,1,1,1,1,1
"V92",1,1,1,1,1,1,1,1,1
"V93",9,9,8,7,1,1,1,1,1
"V94",7,7,6,6,6,5,4,2,2
"V95",1,1,1,1,1,1,1,1,1
"V96",2,2,2,2,2,2,2,2,2
"V97",4,4,4,4,4,3,3,3,1
"V98",2,2,2,2,2,2,2,2,2
"V99",2,2,2,2,2,2,2,2,2
"V100",2,2,2,2,2,2,2,2,2
