"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",2,2,2,2,2,2,2,2,2
"V2",6,6,6,5,5,4,3,3,1
"V3",10,9,3,3,3,3,1,1,1
"V4",7,6,6,5,5,4,3,3,1
"V5",5,5,5,4,4,4,3,3,1
"V6",8,7,7,6,2,2,2,2,2
"V7",5,5,5,4,4,4,3,3,1
"V8",1,1,1,1,1,1,1,1,1
"V9",4,4,4,1,1,1,1,1,1
"V10",8,7,7,6,2,2,2,2,2
"V11",9,8,8,7,6,5,4,2,2
"V12",7,6,6,5,5,4,3,3,1
"V13",8,7,7,6,2,2,2,2,2
"V14",4,4,4,1,1,1,1,1,1
"V15",3,3,3,3,3,3,1,1,1
"V16",1,1,1,1,1,1,1,1,1
"V17",10,9,3,3,3,3,1,1,1
"V18",4,4,4,1,1,1,1,1,1
"V19",9,8,8,7,6,5,4,2,2
"V20",9,8,8,7,6,5,4,2,2
"V21",10,9,3,3,3,3,1,1,1
"V22",2,2,2,2,2,2,2,2,2
"V23",7,6,6,5,5,4,3,3,1
"V24",1,1,1,1,1,1,1,1,1
"V25",1,1,1,1,1,1,1,1,1
"V26",4,4,4,1,1,1,1,1,1
"V27",7,6,6,5,5,4,3,3,1
"V28",3,3,3,3,3,3,1,1,1
"V29",9,8,8,7,6,5,4,2,2
"V30",9,8,8,7,6,5,4,2,2
"V31",6,6,6,5,5,4,3,3,1
"V32",3,3,3,3,3,3,1,1,1
"V33",4,4,4,1,1,1,1,1,1
"V34",8,7,7,6,2,2,2,2,2
"V35",8,7,7,6,2,2,2,2,2
"V36",2,2,2,2,2,2,2,2,2
"V37",8,7,7,6,2,2,2,2,2
"V38",10,9,3,3,3,3,1,1,1
"V39",5,5,5,4,4,4,3,3,1
"V40",9,8,8,7,6,5,4,2,2
"V41",8,7,7,6,2,2,2,2,2
"V42",9,8,8,7,6,5,4,2,2
"V43",8,7,7,6,2,2,2,2,2
"V44",1,1,1,1,1,1,1,1,1
"V45",1,1,1,1,1,1,1,1,1
"V46",1,1,1,1,1,1,1,1,1
"V47",4,4,4,1,1,1,1,1,1
"V48",1,1,1,1,1,1,1,1,1
"V49",9,8,8,7,6,5,4,2,2
"V50",10,9,3,3,3,3,1,1,1
"V51",2,2,2,2,2,2,2,2,2
"V52",1,1,1,1,1,1,1,1,1
"V53",2,2,2,2,2,2,2,2,2
"V54",9,8,8,7,6,5,4,2,2
"V55",9,8,8,7,6,5,4,2,2
"V56",7,6,6,5,5,4,3,3,1
"V57",9,8,8,7,6,5,4,2,2
"V58",4,4,4,1,1,1,1,1,1
"V59",2,2,2,2,2,2,2,2,2
"V60",4,4,4,1,1,1,1,1,1
"V61",9,8,8,7,6,5,4,2,2
"V62",2,2,2,2,2,2,2,2,2
"V63",4,4,4,1,1,1,1,1,1
"V64",9,8,8,7,6,5,4,2,2
"V65",6,6,6,5,5,4,3,3,1
"V66",4,4,4,1,1,1,1,1,1
"V67",9,8,8,7,6,5,4,2,2
"V68",8,7,7,6,2,2,2,2,2
"V69",9,8,8,7,6,5,4,2,2
"V70",1,1,1,1,1,1,1,1,1
"V71",5,5,5,4,4,4,3,3,1
"V72",9,8,8,7,6,5,4,2,2
"V73",9,8,8,7,6,5,4,2,2
"V74",4,4,4,1,1,1,1,1,1
"V75",9,8,8,7,6,5,4,2,2
"V76",8,7,7,6,2,2,2,2,2
"V77",2,2,2,2,2,2,2,2,2
"V78",9,8,8,7,6,5,4,2,2
"V79",2,2,2,2,2,2,2,2,2
"V80",2,2,2,2,2,2,2,2,2
"V81",8,7,7,6,2,2,2,2,2
"V82",8,7,7,6,2,2,2,2,2
"V83",2,2,2,2,2,2,2,2,2
"V84",2,2,2,2,2,2,2,2,2
"V85",2,2,2,2,2,2,2,2,2
"V86",8,7,7,6,2,2,2,2,2
"V87",1,1,1,1,1,1,1,1,1
"V88",1,1,1,1,1,1,1,1,1
"V89",5,5,5,4,4,4,3,3,1
"V90",5,5,5,4,4,4,3,3,1
"V91",4,4,4,1,1,1,1,1,1
"V92",8,7,7,6,2,2,2,2,2
"V93",1,1,1,1,1,1,1,1,1
"V94",8,7,7,6,2,2,2,2,2
"V95",4,4,4,1,1,1,1,1,1
"V96",2,2,2,2,2,2,2,2,2
"V97",10,9,3,3,3,3,1,1,1
"V98",2,2,2,2,2,2,2,2,2
"V99",3,3,3,3,3,3,1,1,1
"V100",8,7,7,6,2,2,2,2,2
"V101",10,9,3,3,3,3,1,1,1
"V102",8,7,7,6,2,2,2,2,2
"V103",8,7,7,6,2,2,2,2,2
"V104",4,4,4,1,1,1,1,1,1
"V105",1,1,1,1,1,1,1,1,1
"V106",2,2,2,2,2,2,2,2,2
"V107",9,8,8,7,6,5,4,2,2
"V108",10,9,3,3,3,3,1,1,1
"V109",9,8,8,7,6,5,4,2,2
"V110",2,2,2,2,2,2,2,2,2
"V111",2,2,2,2,2,2,2,2,2
"V112",2,2,2,2,2,2,2,2,2
"V113",6,6,6,5,5,4,3,3,1
"V114",10,9,3,3,3,3,1,1,1
"V115",4,4,4,1,1,1,1,1,1
"V116",10,9,3,3,3,3,1,1,1
"V117",2,2,2,2,2,2,2,2,2
"V118",4,4,4,1,1,1,1,1,1
"V119",2,2,2,2,2,2,2,2,2
"V120",2,2,2,2,2,2,2,2,2
"V121",5,5,5,4,4,4,3,3,1
"V122",8,7,7,6,2,2,2,2,2
"V123",10,9,3,3,3,3,1,1,1
"V124",8,7,7,6,2,2,2,2,2
"V125",10,9,3,3,3,3,1,1,1
"V126",7,6,6,5,5,4,3,3,1
"V127",6,6,6,5,5,4,3,3,1
"V128",8,7,7,6,2,2,2,2,2
