"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",4,3,3,3,3,3,2,2,2
"V2",1,1,1,1,1,1,1,1,1
"V3",3,2,2,2,2,2,1,1,1
"V4",5,4,4,1,1,1,1,1,1
"V5",6,5,5,4,4,1,1,1,1
"V6",9,8,8,7,6,5,4,2,2
"V7",6,5,5,4,4,1,1,1,1
"V8",7,6,6,5,5,4,3,3,1
"V9",8,7,7,6,5,4,3,3,1
"V10",4,3,3,3,3,3,2,2,2
"V11",9,8,8,7,6,5,4,2,2
"V12",2,1,1,1,1,1,1,1,1
"V13",4,3,3,3,3,3,2,2,2
"V14",8,7,7,6,5,4,3,3,1
"V15",3,2,2,2,2,2,1,1,1
"V16",7,6,6,5,5,4,3,3,1
"V17",3,2,2,2,2,2,1,1,1
"V18",8,7,7,6,5,4,3,3,1
"V19",9,8,8,7,6,5,4,2,2
"V20",9,8,8,7,6,5,4,2,2
"V21",10,9,2,2,2,2,1,1,1
"V22",4,3,3,3,3,3,2,2,2
"V23",5,4,4,1,1,1,1,1,1
"V24",7,6,6,5,5,4,3,3,1
"V25",7,6,6,5,5,4,3,3,1
"V26",8,7,7,6,5,4,3,3,1
"V27",5,4,4,1,1,1,1,1,1
"V28",8,7,7,6,5,4,3,3,1
"V29",9,8,8,7,6,5,4,2,2
"V30",9,8,8,7,6,5,4,2,2
"V31",1,1,1,1,1,1,1,1,1
"V32",8,7,7,6,5,4,3,3,1
"V33",7,6,6,5,5,4,3,3,1
"V34",9,8,8,7,6,5,4,2,2
"V35",9,8,8,7,6,5,4,2,2
"V36",4,3,3,3,3,3,2,2,2
"V37",4,3,3,3,3,3,2,2,2
"V38",10,9,2,2,2,2,1,1,1
"V39",6,5,5,4,4,1,1,1,1
"V40",9,8,8,7,6,5,4,2,2
"V41",4,3,3,3,3,3,2,2,2
"V42",9,8,8,7,6,5,4,2,2
"V43",4,3,3,3,3,3,2,2,2
"V44",7,6,6,5,5,4,3,3,1
"V45",7,6,6,5,5,4,3,3,1
