"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",1,1,1,1,1,1,1,1,1
"V2",10,3,3,3,3,3,3,3,2
"V3",5,5,2,2,2,2,2,2,2
"V4",7,7,6,6,5,4,4,3,2
"V5",6,6,5,5,5,4,4,3,2
"V6",1,1,1,1,1,1,1,1,1
"V7",6,6,5,5,5,4,4,3,2
"V8",3,3,3,3,3,3,3,3,2
"V9",2,2,2,2,2,2,2,2,2
"V10",1,1,1,1,1,1,1,1,1
"V11",9,9,8,7,6,5,1,1,1
"V12",4,4,4,4,4,4,4,3,2
"V13",1,1,1,1,1,1,1,1,1
"V14",8,8,7,2,2,2,2,2,2
"V15",2,2,2,2,2,2,2,2,2
"V16",3,3,3,3,3,3,3,3,2
"V17",5,5,2,2,2,2,2,2,2
"V18",8,8,7,2,2,2,2,2,2
"V19",9,9,8,7,6,5,1,1,1
"V20",8,8,7,2,2,2,2,2,2
"V21",5,5,2,2,2,2,2,2,2
"V22",1,1,1,1,1,1,1,1,1
"V23",7,7,6,6,5,4,4,3,2
"V24",3,3,3,3,3,3,3,3,2
"V25",3,3,3,3,3,3,3,3,2
"V26",2,2,2,2,2,2,2,2,2
"V27",9,9,8,7,6,5,1,1,1
"V28",2,2,2,2,2,2,2,2,2
"V29",9,9,8,7,6,5,1,1,1
"V30",9,9,8,7,6,5,1,1,1
"V31",10,3,3,3,3,3,3,3,2
"V32",2,2,2,2,2,2,2,2,2
"V33",8,8,7,2,2,2,2,2,2
"V34",9,9,8,7,6,5,1,1,1
"V35",8,8,7,2,2,2,2,2,2
"V36",1,1,1,1,1,1,1,1,1
"V37",1,1,1,1,1,1,1,1,1
"V38",5,5,2,2,2,2,2,2,2
"V39",6,6,5,5,5,4,4,3,2
"V40",9,9,8,7,6,5,1,1,1
"V41",1,1,1,1,1,1,1,1,1
"V42",9,9,8,7,6,5,1,1,1
"V43",1,1,1,1,1,1,1,1,1
"V44",9,9,8,7,6,5,1,1,1
"V45",3,3,3,3,3,3,3,3,2
"V46",3,3,3,3,3,3,3,3,2
"V47",2,2,2,2,2,2,2,2,2
"V48",3,3,3,3,3,3,3,3,2
"V49",9,9,8,7,6,5,1,1,1
"V50",5,5,2,2,2,2,2,2,2
"V51",1,1,1,1,1,1,1,1,1
"V52",3,3,3,3,3,3,3,3,2
"V53",1,1,1,1,1,1,1,1,1
"V54",1,1,1,1,1,1,1,1,1
"V55",9,9,8,7,6,5,1,1,1
"V56",4,4,4,4,4,4,4,3,2
"V57",8,8,7,2,2,2,2,2,2
"V58",8,8,7,2,2,2,2,2,2
"V59",1,1,1,1,1,1,1,1,1
"V60",8,8,7,2,2,2,2,2,2
"V61",9,9,8,7,6,5,1,1,1
"V62",1,1,1,1,1,1,1,1,1
"V63",8,8,7,2,2,2,2,2,2
"V64",9,9,8,7,6,5,1,1,1
"V65",10,3,3,3,3,3,3,3,2
"V66",8,8,7,2,2,2,2,2,2
"V67",9,9,8,7,6,5,1,1,1
"V68",1,1,1,1,1,1,1,1,1
"V69",9,9,8,7,6,5,1,1,1
"V70",3,3,3,3,3,3,3,3,2
"V71",7,7,6,6,5,4,4,3,2
"V72",9,9,8,7,6,5,1,1,1
"V73",9,9,8,7,6,5,1,1,1
"V74",8,8,7,2,2,2,2,2,2
"V75",9,9,8,7,6,5,1,1,1
"V76",1,1,1,1,1,1,1,1,1
"V77",1,1,1,1,1,1,1,1,1
"V78",9,9,8,7,6,5,1,1,1
"V79",1,1,1,1,1,1,1,1,1
"V80",1,1,1,1,1,1,1,1,1
"V81",1,1,1,1,1,1,1,1,1
"V82",8,8,7,2,2,2,2,2,2
"V83",1,1,1,1,1,1,1,1,1
"V84",1,1,1,1,1,1,1,1,1
"V85",1,1,1,1,1,1,1,1,1
"V86",1,1,1,1,1,1,1,1,1
"V87",3,3,3,3,3,3,3,3,2
"V88",8,8,7,2,2,2,2,2,2
"V89",7,7,6,6,5,4,4,3,2
"V90",7,7,6,6,5,4,4,3,2
"V91",8,8,7,2,2,2,2,2,2
"V92",8,8,7,2,2,2,2,2,2
"V93",3,3,3,3,3,3,3,3,2
"V94",8,8,7,2,2,2,2,2,2
"V95",2,2,2,2,2,2,2,2,2
"V96",1,1,1,1,1,1,1,1,1
"V97",5,5,2,2,2,2,2,2,2
"V98",1,1,1,1,1,1,1,1,1
"V99",2,2,2,2,2,2,2,2,2
"V100",1,1,1,1,1,1,1,1,1
