"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",5,5,5,5,4,3,3,3,2
"V2",10,9,8,3,3,2,2,2,1
"V3",6,6,6,6,5,4,4,2,1
"V4",8,3,3,3,3,2,2,2,1
"V5",2,2,2,2,2,1,1,1,1
"V6",9,8,7,7,6,5,3,3,2
"V7",2,2,2,2,2,1,1,1,1
"V8",3,3,3,3,3,2,2,2,1
"V9",7,7,6,6,5,4,4,2,1
"V10",5,5,5,5,4,3,3,3,2
"V11",9,8,7,7,6,5,3,3,2
"V12",1,1,1,1,1,1,1,1,1
"V13",5,5,5,5,4,3,3,3,2
"V14",7,7,6,6,5,4,4,2,1
"V15",7,7,6,6,5,4,4,2,1
"V16",3,3,3,3,3,2,2,2,1
"V17",6,6,6,6,5,4,4,2,1
"V18",7,7,6,6,5,4,4,2,1
"V19",9,8,7,7,6,5,3,3,2
"V20",9,8,7,7,6,5,3,3,2
"V21",6,6,6,6,5,4,4,2,1
"V22",5,5,5,5,4,3,3,3,2
"V23",2,2,2,2,2,1,1,1,1
"V24",8,3,3,3,3,2,2,2,1
"V25",3,3,3,3,3,2,2,2,1
"V26",7,7,6,6,5,4,4,2,1
"V27",8,3,3,3,3,2,2,2,1
"V28",7,7,6,6,5,4,4,2,1
"V29",9,8,7,7,6,5,3,3,2
"V30",9,8,7,7,6,5,3,3,2
"V31",10,9,8,3,3,2,2,2,1
"V32",7,7,6,6,5,4,4,2,1
"V33",3,3,3,3,3,2,2,2,1
"V34",9,8,7,7,6,5,3,3,2
"V35",9,8,7,7,6,5,3,3,2
"V36",5,5,5,5,4,3,3,3,2
"V37",5,5,5,5,4,3,3,3,2
"V38",6,6,6,6,5,4,4,2,1
"V39",2,2,2,2,2,1,1,1,1
"V40",9,8,7,7,6,5,3,3,2
"V41",5,5,5,5,4,3,3,3,2
"V42",9,8,7,7,6,5,3,3,2
"V43",5,5,5,5,4,3,3,3,2
"V44",8,3,3,3,3,2,2,2,1
"V45",8,3,3,3,3,2,2,2,1
"V46",3,3,3,3,3,2,2,2,1
"V47",7,7,6,6,5,4,4,2,1
"V48",3,3,3,3,3,2,2,2,1
"V49",9,8,7,7,6,5,3,3,2
"V50",6,6,6,6,5,4,4,2,1
"V51",5,5,5,5,4,3,3,3,2
"V52",3,3,3,3,3,2,2,2,1
"V53",5,5,5,5,4,3,3,3,2
"V54",5,5,5,5,4,3,3,3,2
"V55",9,8,7,7,6,5,3,3,2
"V56",4,4,4,4,2,1,1,1,1
"V57",9,8,7,7,6,5,3,3,2
"V58",7,7,6,6,5,4,4,2,1
"V59",5,5,5,5,4,3,3,3,2
"V60",3,3,3,3,3,2,2,2,1
"V61",9,8,7,7,6,5,3,3,2
"V62",5,5,5,5,4,3,3,3,2
"V63",9,8,7,7,6,5,3,3,2
"V64",9,8,7,7,6,5,3,3,2
"V65",10,9,8,3,3,2,2,2,1
"V66",7,7,6,6,5,4,4,2,1
"V67",9,8,7,7,6,5,3,3,2
"V68",5,5,5,5,4,3,3,3,2
"V69",9,8,7,7,6,5,3,3,2
"V70",3,3,3,3,3,2,2,2,1
"V71",2,2,2,2,2,1,1,1,1
"V72",8,3,3,3,3,2,2,2,1
"V73",9,8,7,7,6,5,3,3,2
"V74",7,7,6,6,5,4,4,2,1
"V75",9,8,7,7,6,5,3,3,2
"V76",5,5,5,5,4,3,3,3,2
"V77",5,5,5,5,4,3,3,3,2
"V78",9,8,7,7,6,5,3,3,2
"V79",5,5,5,5,4,3,3,3,2
"V80",5,5,5,5,4,3,3,3,2
"V81",5,5,5,5,4,3,3,3,2
"V82",9,8,7,7,6,5,3,3,2
"V83",5,5,5,5,4,3,3,3,2
"V84",5,5,5,5,4,3,3,3,2
"V85",5,5,5,5,4,3,3,3,2
"V86",5,5,5,5,4,3,3,3,2
"V87",8,3,3,3,3,2,2,2,1
"V88",3,3,3,3,3,2,2,2,1
"V89",2,2,2,2,2,1,1,1,1
"V90",2,2,2,2,2,1,1,1,1
"V91",7,7,6,6,5,4,4,2,1
"V92",9,8,7,7,6,5,3,3,2
"V93",8,3,3,3,3,2,2,2,1
"V94",9,8,7,7,6,5,3,3,2
"V95",7,7,6,6,5,4,4,2,1
"V96",5,5,5,5,4,3,3,3,2
"V97",6,6,6,6,5,4,4,2,1
"V98",5,5,5,5,4,3,3,3,2
"V99",7,7,6,6,5,4,4,2,1
"V100",5,5,5,5,4,3,3,3,2
