"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",2,2,2,2,2,2,2,1,1
"V2",8,3,3,3,3,3,3,2,2
"V3",1,1,1,1,1,1,1,1,1
"V4",6,6,6,6,5,5,3,2,2
"V5",9,8,8,4,4,4,4,3,2
"V6",2,2,2,2,2,2,2,1,1
"V7",4,4,4,4,4,4,4,3,2
"V8",3,3,3,3,3,3,3,2,2
"V9",5,5,5,5,1,1,1,1,1
"V10",2,2,2,2,2,2,2,1,1
"V11",6,6,6,6,5,5,3,2,2
"V12",7,7,7,7,6,4,4,3,2
"V13",2,2,2,2,2,2,2,1,1
"V14",5,5,5,5,1,1,1,1,1
"V15",5,5,5,5,1,1,1,1,1
"V16",3,3,3,3,3,3,3,2,2
"V17",1,1,1,1,1,1,1,1,1
"V18",5,5,5,5,1,1,1,1,1
"V19",6,6,6,6,5,5,3,2,2
"V20",6,6,6,6,5,5,3,2,2
"V21",1,1,1,1,1,1,1,1,1
"V22",2,2,2,2,2,2,2,1,1
"V23",10,9,8,4,4,4,4,3,2
"V24",3,3,3,3,3,3,3,2,2
"V25",3,3,3,3,3,3,3,2,2
"V26",5,5,5,5,1,1,1,1,1
"V27",6,6,6,6,5,5,3,2,2
"V28",5,5,5,5,1,1,1,1,1
"V29",6,6,6,6,5,5,3,2,2
"V30",6,6,6,6,5,5,3,2,2
"V31",8,3,3,3,3,3,3,2,2
"V32",5,5,5,5,1,1,1,1,1
"V33",3,3,3,3,3,3,3,2,2
"V34",6,6,6,6,5,5,3,2,2
"V35",2,2,2,2,2,2,2,1,1
"V36",2,2,2,2,2,2,2,1,1
"V37",2,2,2,2,2,2,2,1,1
"V38",1,1,1,1,1,1,1,1,1
"V39",10,9,8,4,4,4,4,3,2
"V40",2,2,2,2,2,2,2,1,1
"V41",2,2,2,2,2,2,2,1,1
"V42",6,6,6,6,5,5,3,2,2
"V43",2,2,2,2,2,2,2,1,1
"V44",6,6,6,6,5,5,3,2,2
"V45",3,3,3,3,3,3,3,2,2
"V46",3,3,3,3,3,3,3,2,2
"V47",5,5,5,5,1,1,1,1,1
"V48",3,3,3,3,3,3,3,2,2
"V49",6,6,6,6,5,5,3,2,2
"V50",1,1,1,1,1,1,1,1,1
"V51",2,2,2,2,2,2,2,1,1
"V52",3,3,3,3,3,3,3,2,2
"V53",2,2,2,2,2,2,2,1,1
"V54",2,2,2,2,2,2,2,1,1
"V55",6,6,6,6,5,5,3,2,2
"V56",7,7,7,7,6,4,4,3,2
"V57",6,6,6,6,5,5,3,2,2
"V58",5,5,5,5,1,1,1,1,1
"V59",2,2,2,2,2,2,2,1,1
"V60",5,5,5,5,1,1,1,1,1
"V61",6,6,6,6,5,5,3,2,2
"V62",2,2,2,2,2,2,2,1,1
"V63",5,5,5,5,1,1,1,1,1
"V64",6,6,6,6,5,5,3,2,2
"V65",8,3,3,3,3,3,3,2,2
"V66",5,5,5,5,1,1,1,1,1
"V67",6,6,6,6,5,5,3,2,2
"V68",2,2,2,2,2,2,2,1,1
"V69",6,6,6,6,5,5,3,2,2
"V70",3,3,3,3,3,3,3,2,2
"V71",9,8,8,4,4,4,4,3,2
"V72",6,6,6,6,5,5,3,2,2
"V73",6,6,6,6,5,5,3,2,2
"V74",5,5,5,5,1,1,1,1,1
"V75",6,6,6,6,5,5,3,2,2
"V76",2,2,2,2,2,2,2,1,1
"V77",2,2,2,2,2,2,2,1,1
"V78",6,6,6,6,5,5,3,2,2
"V79",2,2,2,2,2,2,2,1,1
"V80",2,2,2,2,2,2,2,1,1
"V81",2,2,2,2,2,2,2,1,1
"V82",5,5,5,5,1,1,1,1,1
"V83",2,2,2,2,2,2,2,1,1
"V84",2,2,2,2,2,2,2,1,1
"V85",2,2,2,2,2,2,2,1,1
"V86",2,2,2,2,2,2,2,1,1
"V87",3,3,3,3,3,3,3,2,2
"V88",6,6,6,6,5,5,3,2,2
"V89",10,9,8,4,4,4,4,3,2
"V90",10,9,8,4,4,4,4,3,2
"V91",5,5,5,5,1,1,1,1,1
"V92",5,5,5,5,1,1,1,1,1
"V93",3,3,3,3,3,3,3,2,2
"V94",6,6,6,6,5,5,3,2,2
"V95",5,5,5,5,1,1,1,1,1
"V96",2,2,2,2,2,2,2,1,1
"V97",1,1,1,1,1,1,1,1,1
"V98",2,2,2,2,2,2,2,1,1
"V99",5,5,5,5,1,1,1,1,1
"V100",2,2,2,2,2,2,2,1,1
