"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",3,3,3,3,3,3,2,2,2
"V2",6,5,5,4,4,4,3,3,1
"V3",4,4,4,3,3,3,2,2,2
"V4",5,5,5,4,4,4,3,3,1
"V5",8,7,6,5,4,4,3,3,1
"V6",1,1,1,1,1,1,1,1,1
"V7",8,7,6,5,4,4,3,3,1
"V8",7,6,2,2,2,2,1,1,1
"V9",2,2,2,2,2,2,1,1,1
"V10",1,1,1,1,1,1,1,1,1
"V11",10,9,8,7,6,5,4,2,2
"V12",5,5,5,4,4,4,3,3,1
"V13",1,1,1,1,1,1,1,1,1
"V14",2,2,2,2,2,2,1,1,1
"V15",3,3,3,3,3,3,2,2,2
"V16",7,6,2,2,2,2,1,1,1
"V17",4,4,4,3,3,3,2,2,2
"V18",2,2,2,2,2,2,1,1,1
"V19",10,9,8,7,6,5,4,2,2
"V20",10,9,8,7,6,5,4,2,2
"V21",4,4,4,3,3,3,2,2,2
"V22",3,3,3,3,3,3,2,2,2
"V23",5,5,5,4,4,4,3,3,1
"V24",7,6,2,2,2,2,1,1,1
"V25",7,6,2,2,2,2,1,1,1
"V26",2,2,2,2,2,2,1,1,1
"V27",5,5,5,4,4,4,3,3,1
"V28",3,3,3,3,3,3,2,2,2
"V29",10,9,8,7,6,5,4,2,2
"V30",10,9,8,7,6,5,4,2,2
"V31",6,5,5,4,4,4,3,3,1
"V32",2,2,2,2,2,2,1,1,1
"V33",2,2,2,2,2,2,1,1,1
"V34",10,9,8,7,6,5,4,2,2
"V35",1,1,1,1,1,1,1,1,1
"V36",3,3,3,3,3,3,2,2,2
"V37",1,1,1,1,1,1,1,1,1
"V38",4,4,4,3,3,3,2,2,2
"V39",8,7,6,5,4,4,3,3,1
"V40",9,8,7,6,5,5,4,2,2
"V41",9,8,7,6,5,5,4,2,2
"V42",10,9,8,7,6,5,4,2,2
"V43",1,1,1,1,1,1,1,1,1
"V44",10,9,8,7,6,5,4,2,2
"V45",7,6,2,2,2,2,1,1,1
"V46",7,6,2,2,2,2,1,1,1
"V47",9,8,7,6,5,5,4,2,2
"V48",7,6,2,2,2,2,1,1,1
"V49",10,9,8,7,6,5,4,2,2
"V50",4,4,4,3,3,3,2,2,2
"V51",9,8,7,6,5,5,4,2,2
"V52",7,6,2,2,2,2,1,1,1
"V53",3,3,3,3,3,3,2,2,2
"V54",9,8,7,6,5,5,4,2,2
"V55",9,8,7,6,5,5,4,2,2
"V56",5,5,5,4,4,4,3,3,1
"V57",10,9,8,7,6,5,4,2,2
"V58",2,2,2,2,2,2,1,1,1
"V59",1,1,1,1,1,1,1,1,1
"V60",2,2,2,2,2,2,1,1,1
"V61",10,9,8,7,6,5,4,2,2
"V62",9,8,7,6,5,5,4,2,2
"V63",2,2,2,2,2,2,1,1,1
"V64",9,8,7,6,5,5,4,2,2
"V65",6,5,5,4,4,4,3,3,1
"V66",2,2,2,2,2,2,1,1,1
"V67",9,8,7,6,5,5,4,2,2
"V68",9,8,7,6,5,5,4,2,2
"V69",10,9,8,7,6,5,4,2,2
"V70",7,6,2,2,2,2,1,1,1
"V71",8,7,6,5,4,4,3,3,1
"V72",10,9,8,7,6,5,4,2,2
"V73",9,8,7,6,5,5,4,2,2
"V74",2,2,2,2,2,2,1,1,1
"V75",10,9,8,7,6,5,4,2,2
"V76",1,1,1,1,1,1,1,1,1
"V77",1,1,1,1,1,1,1,1,1
"V78",10,9,8,7,6,5,4,2,2
"V79",1,1,1,1,1,1,1,1,1
"V80",1,1,1,1,1,1,1,1,1
"V81",1,1,1,1,1,1,1,1,1
"V82",1,1,1,1,1,1,1,1,1
"V83",1,1,1,1,1,1,1,1,1
"V84",1,1,1,1,1,1,1,1,1
"V85",3,3,3,3,3,3,2,2,2
"V86",1,1,1,1,1,1,1,1,1
"V87",7,6,2,2,2,2,1,1,1
"V88",10,9,8,7,6,5,4,2,2
"V89",8,7,6,5,4,4,3,3,1
"V90",8,7,6,5,4,4,3,3,1
"V91",2,2,2,2,2,2,1,1,1
"V92",1,1,1,1,1,1,1,1,1
"V93",7,6,2,2,2,2,1,1,1
"V94",1,1,1,1,1,1,1,1,1
"V95",2,2,2,2,2,2,1,1,1
"V96",1,1,1,1,1,1,1,1,1
"V97",4,4,4,3,3,3,2,2,2
"V98",3,3,3,3,3,3,2,2,2
"V99",9,8,7,6,5,5,4,2,2
"V100",9,8,7,6,5,5,4,2,2
"V101",4,4,4,3,3,3,2,2,2
"V102",1,1,1,1,1,1,1,1,1
"V103",1,1,1,1,1,1,1,1,1
"V104",2,2,2,2,2,2,1,1,1
"V105",7,6,2,2,2,2,1,1,1
"V106",3,3,3,3,3,3,2,2,2
"V107",10,9,8,7,6,5,4,2,2
"V108",4,4,4,3,3,3,2,2,2
"V109",10,9,8,7,6,5,4,2,2
"V110",9,8,7,6,5,5,4,2,2
"V111",1,1,1,1,1,1,1,1,1
"V112",3,3,3,3,3,3,2,2,2
"V113",6,5,5,4,4,4,3,3,1
"V114",4,4,4,3,3,3,2,2,2
"V115",2,2,2,2,2,2,1,1,1
"V116",4,4,4,3,3,3,2,2,2
"V117",3,3,3,3,3,3,2,2,2
"V118",2,2,2,2,2,2,1,1,1
"V119",1,1,1,1,1,1,1,1,1
"V120",1,1,1,1,1,1,1,1,1
"V121",8,7,6,5,4,4,3,3,1
"V122",1,1,1,1,1,1,1,1,1
"V123",4,4,4,3,3,3,2,2,2
"V124",1,1,1,1,1,1,1,1,1
"V125",4,4,4,3,3,3,2,2,2
"V126",5,5,5,4,4,4,3,3,1
"V127",6,5,5,4,4,4,3,3,1
"V128",1,1,1,1,1,1,1,1,1
"V129",10,9,8,7,6,5,4,2,2
"V130",2,2,2,2,2,2,1,1,1
"V131",2,2,2,2,2,2,1,1,1
"V132",2,2,2,2,2,2,1,1,1
"V133",4,4,4,3,3,3,2,2,2
"V134",10,9,8,7,6,5,4,2,2
"V135",7,6,2,2,2,2,1,1,1
"V136",7,6,2,2,2,2,1,1,1
"V137",7,6,2,2,2,2,1,1,1
"V138",3,3,3,3,3,3,2,2,2
"V139",7,6,2,2,2,2,1,1,1
"V140",1,1,1,1,1,1,1,1,1
"V141",1,1,1,1,1,1,1,1,1
"V142",10,9,8,7,6,5,4,2,2
"V143",6,5,5,4,4,4,3,3,1
"V144",7,6,2,2,2,2,1,1,1
"V145",4,4,4,3,3,3,2,2,2
"V146",10,9,8,7,6,5,4,2,2
"V147",10,9,8,7,6,5,4,2,2
"V148",10,9,8,7,6,5,4,2,2
"V149",9,8,7,6,5,5,4,2,2
"V150",1,1,1,1,1,1,1,1,1
"V151",3,3,3,3,3,3,2,2,2
"V152",1,1,1,1,1,1,1,1,1
"V153",10,9,8,7,6,5,4,2,2
"V154",2,2,2,2,2,2,1,1,1
"V155",10,9,8,7,6,5,4,2,2
"V156",8,7,6,5,4,4,3,3,1
"V157",9,8,7,6,5,5,4,2,2
"V158",3,3,3,3,3,3,2,2,2
"V159",2,2,2,2,2,2,1,1,1
"V160",3,3,3,3,3,3,2,2,2
"V161",6,5,5,4,4,4,3,3,1
"V162",1,1,1,1,1,1,1,1,1
"V163",2,2,2,2,2,2,1,1,1
"V164",3,3,3,3,3,3,2,2,2
"V165",1,1,1,1,1,1,1,1,1
"V166",4,4,4,3,3,3,2,2,2
"V167",8,7,6,5,4,4,3,3,1
"V168",1,1,1,1,1,1,1,1,1
"V169",8,7,6,5,4,4,3,3,1
"V170",3,3,3,3,3,3,2,2,2
"V171",10,9,8,7,6,5,4,2,2
"V172",4,4,4,3,3,3,2,2,2
"V173",3,3,3,3,3,3,2,2,2
"V174",4,4,4,3,3,3,2,2,2
"V175",8,7,6,5,4,4,3,3,1
"V176",4,4,4,3,3,3,2,2,2
"V177",9,8,7,6,5,5,4,2,2
"V178",9,8,7,6,5,5,4,2,2
"V179",9,8,7,6,5,5,4,2,2
"V180",2,2,2,2,2,2,1,1,1
"V181",7,6,2,2,2,2,1,1,1
"V182",1,1,1,1,1,1,1,1,1
"V183",6,5,5,4,4,4,3,3,1
"V184",9,8,7,6,5,5,4,2,2
"V185",1,1,1,1,1,1,1,1,1
"V186",4,4,4,3,3,3,2,2,2
"V187",8,7,6,5,4,4,3,3,1
"V188",1,1,1,1,1,1,1,1,1
"V189",2,2,2,2,2,2,1,1,1
"V190",1,1,1,1,1,1,1,1,1
"V191",4,4,4,3,3,3,2,2,2
"V192",1,1,1,1,1,1,1,1,1
"V193",4,4,4,3,3,3,2,2,2
"V194",4,4,4,3,3,3,2,2,2
"V195",6,5,5,4,4,4,3,3,1
"V196",10,9,8,7,6,5,4,2,2
"V197",1,1,1,1,1,1,1,1,1
"V198",5,5,5,4,4,4,3,3,1
"V199",1,1,1,1,1,1,1,1,1
"V200",10,9,8,7,6,5,4,2,2
"V201",8,7,6,5,4,4,3,3,1
"V202",10,9,8,7,6,5,4,2,2
"V203",10,9,8,7,6,5,4,2,2
"V204",3,3,3,3,3,3,2,2,2
"V205",9,8,7,6,5,5,4,2,2
"V206",2,2,2,2,2,2,1,1,1
"V207",8,7,6,5,4,4,3,3,1
"V208",9,8,7,6,5,5,4,2,2
"V209",1,1,1,1,1,1,1,1,1
"V210",1,1,1,1,1,1,1,1,1
"V211",10,9,8,7,6,5,4,2,2
"V212",9,8,7,6,5,5,4,2,2
"V213",1,1,1,1,1,1,1,1,1
"V214",7,6,2,2,2,2,1,1,1
"V215",1,1,1,1,1,1,1,1,1
"V216",9,8,7,6,5,5,4,2,2
"V217",10,9,8,7,6,5,4,2,2
"V218",9,8,7,6,5,5,4,2,2
"V219",9,8,7,6,5,5,4,2,2
"V220",7,6,2,2,2,2,1,1,1
"V221",5,5,5,4,4,4,3,3,1
"V222",10,9,8,7,6,5,4,2,2
"V223",10,9,8,7,6,5,4,2,2
"V224",3,3,3,3,3,3,2,2,2
"V225",1,1,1,1,1,1,1,1,1
"V226",8,7,6,5,4,4,3,3,1
"V227",1,1,1,1,1,1,1,1,1
"V228",1,1,1,1,1,1,1,1,1
"V229",6,5,5,4,4,4,3,3,1
"V230",5,5,5,4,4,4,3,3,1
"V231",10,9,8,7,6,5,4,2,2
"V232",10,9,8,7,6,5,4,2,2
"V233",4,4,4,3,3,3,2,2,2
"V234",9,8,7,6,5,5,4,2,2
"V235",4,4,4,3,3,3,2,2,2
"V236",9,8,7,6,5,5,4,2,2
"V237",3,3,3,3,3,3,2,2,2
"V238",1,1,1,1,1,1,1,1,1
"V239",8,7,6,5,4,4,3,3,1
"V240",1,1,1,1,1,1,1,1,1
"V241",8,7,6,5,4,4,3,3,1
"V242",1,1,1,1,1,1,1,1,1
"V243",1,1,1,1,1,1,1,1,1
"V244",7,6,2,2,2,2,1,1,1
"V245",10,9,8,7,6,5,4,2,2
"V246",4,4,4,3,3,3,2,2,2
"V247",9,8,7,6,5,5,4,2,2
"V248",10,9,8,7,6,5,4,2,2
"V249",9,8,7,6,5,5,4,2,2
"V250",10,9,8,7,6,5,4,2,2
"V251",9,8,7,6,5,5,4,2,2
"V252",9,8,7,6,5,5,4,2,2
"V253",8,7,6,5,4,4,3,3,1
"V254",3,3,3,3,3,3,2,2,2
"V255",10,9,8,7,6,5,4,2,2
"V256",2,2,2,2,2,2,1,1,1
"V257",7,6,2,2,2,2,1,1,1
"V258",10,9,8,7,6,5,4,2,2
"V259",9,8,7,6,5,5,4,2,2
"V260",10,9,8,7,6,5,4,2,2
"V261",1,1,1,1,1,1,1,1,1
"V262",10,9,8,7,6,5,4,2,2
"V263",1,1,1,1,1,1,1,1,1
"V264",1,1,1,1,1,1,1,1,1
"V265",5,5,5,4,4,4,3,3,1
"V266",3,3,3,3,3,3,2,2,2
"V267",9,8,7,6,5,5,4,2,2
"V268",4,4,4,3,3,3,2,2,2
"V269",8,7,6,5,4,4,3,3,1
"V270",9,8,7,6,5,5,4,2,2
"V271",4,4,4,3,3,3,2,2,2
"V272",10,9,8,7,6,5,4,2,2
"V273",5,5,5,4,4,4,3,3,1
"V274",9,8,7,6,5,5,4,2,2
"V275",3,3,3,3,3,3,2,2,2
"V276",1,1,1,1,1,1,1,1,1
"V277",1,1,1,1,1,1,1,1,1
"V278",10,9,8,7,6,5,4,2,2
"V279",1,1,1,1,1,1,1,1,1
"V280",6,5,5,4,4,4,3,3,1
"V281",8,7,6,5,4,4,3,3,1
"V282",9,8,7,6,5,5,4,2,2
"V283",8,7,6,5,4,4,3,3,1
"V284",1,1,1,1,1,1,1,1,1
"V285",1,1,1,1,1,1,1,1,1
"V286",3,3,3,3,3,3,2,2,2
"V287",5,5,5,4,4,4,3,3,1
"V288",3,3,3,3,3,3,2,2,2
"V289",3,3,3,3,3,3,2,2,2
"V290",8,7,6,5,4,4,3,3,1
"V291",10,9,8,7,6,5,4,2,2
"V292",5,5,5,4,4,4,3,3,1
"V293",7,6,2,2,2,2,1,1,1
"V294",2,2,2,2,2,2,1,1,1
"V295",7,6,2,2,2,2,1,1,1
"V296",9,8,7,6,5,5,4,2,2
"V297",5,5,5,4,4,4,3,3,1
"V298",2,2,2,2,2,2,1,1,1
"V299",1,1,1,1,1,1,1,1,1
"V300",9,8,7,6,5,5,4,2,2
"V301",3,3,3,3,3,3,2,2,2
"V302",2,2,2,2,2,2,1,1,1
"V303",5,5,5,4,4,4,3,3,1
"V304",9,8,7,6,5,5,4,2,2
"V305",8,7,6,5,4,4,3,3,1
"V306",10,9,8,7,6,5,4,2,2
"V307",8,7,6,5,4,4,3,3,1
"V308",4,4,4,3,3,3,2,2,2
"V309",1,1,1,1,1,1,1,1,1
"V310",6,5,5,4,4,4,3,3,1
"V311",8,7,6,5,4,4,3,3,1
"V312",10,9,8,7,6,5,4,2,2
"V313",1,1,1,1,1,1,1,1,1
"V314",2,2,2,2,2,2,1,1,1
"V315",4,4,4,3,3,3,2,2,2
"V316",5,5,5,4,4,4,3,3,1
"V317",8,7,6,5,4,4,3,3,1
"V318",2,2,2,2,2,2,1,1,1
"V319",3,3,3,3,3,3,2,2,2
"V320",1,1,1,1,1,1,1,1,1
"V321",9,8,7,6,5,5,4,2,2
"V322",2,2,2,2,2,2,1,1,1
"V323",1,1,1,1,1,1,1,1,1
"V324",8,7,6,5,4,4,3,3,1
"V325",3,3,3,3,3,3,2,2,2
"V326",8,7,6,5,4,4,3,3,1
"V327",5,5,5,4,4,4,3,3,1
"V328",4,4,4,3,3,3,2,2,2
"V329",9,8,7,6,5,5,4,2,2
"V330",8,7,6,5,4,4,3,3,1
"V331",3,3,3,3,3,3,2,2,2
"V332",2,2,2,2,2,2,1,1,1
"V333",10,9,8,7,6,5,4,2,2
"V334",10,9,8,7,6,5,4,2,2
"V335",1,1,1,1,1,1,1,1,1
"V336",6,5,5,4,4,4,3,3,1
"V337",2,2,2,2,2,2,1,1,1
"V338",4,4,4,3,3,3,2,2,2
"V339",8,7,6,5,4,4,3,3,1
"V340",7,6,2,2,2,2,1,1,1
"V341",8,7,6,5,4,4,3,3,1
"V342",2,2,2,2,2,2,1,1,1
"V343",9,8,7,6,5,5,4,2,2
"V344",2,2,2,2,2,2,1,1,1
"V345",5,5,5,4,4,4,3,3,1
"V346",10,9,8,7,6,5,4,2,2
"V347",8,7,6,5,4,4,3,3,1
"V348",10,9,8,7,6,5,4,2,2
"V349",2,2,2,2,2,2,1,1,1
"V350",1,1,1,1,1,1,1,1,1
"V351",3,3,3,3,3,3,2,2,2
"V352",4,4,4,3,3,3,2,2,2
"V353",3,3,3,3,3,3,2,2,2
"V354",6,5,5,4,4,4,3,3,1
"V355",1,1,1,1,1,1,1,1,1
"V356",2,2,2,2,2,2,1,1,1
"V357",10,9,8,7,6,5,4,2,2
"V358",1,1,1,1,1,1,1,1,1
"V359",9,8,7,6,5,5,4,2,2
"V360",7,6,2,2,2,2,1,1,1
"V361",8,7,6,5,4,4,3,3,1
"V362",8,7,6,5,4,4,3,3,1
"V363",8,7,6,5,4,4,3,3,1
"V364",10,9,8,7,6,5,4,2,2
"V365",1,1,1,1,1,1,1,1,1
"V366",3,3,3,3,3,3,2,2,2
"V367",9,8,7,6,5,5,4,2,2
"V368",10,9,8,7,6,5,4,2,2
"V369",10,9,8,7,6,5,4,2,2
"V370",4,4,4,3,3,3,2,2,2
"V371",9,8,7,6,5,5,4,2,2
"V372",4,4,4,3,3,3,2,2,2
