"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",9,8,8,7,4,3,3,2,2
"V2",1,1,1,1,1,1,1,1,1
"V3",6,5,5,2,2,2,2,2,2
"V4",4,1,1,1,1,1,1,1,1
"V5",3,3,3,3,3,1,1,1,1
"V6",5,4,4,4,4,3,3,2,2
"V7",3,3,3,3,3,1,1,1,1
"V8",7,6,6,5,5,4,4,3,1
"V9",2,2,2,2,2,2,2,2,2
"V10",5,4,4,4,4,3,3,2,2
"V11",8,7,7,6,6,5,4,3,1
"V12",4,1,1,1,1,1,1,1,1
"V13",5,4,4,4,4,3,3,2,2
"V14",10,9,6,5,5,4,4,3,1
"V15",2,2,2,2,2,2,2,2,2
"V16",7,6,6,5,5,4,4,3,1
"V17",6,5,5,2,2,2,2,2,2
"V18",10,9,6,5,5,4,4,3,1
"V19",8,7,7,6,6,5,4,3,1
"V20",10,9,6,5,5,4,4,3,1
"V21",6,5,5,2,2,2,2,2,2
"V22",9,8,8,7,4,3,3,2,2
"V23",4,1,1,1,1,1,1,1,1
"V24",7,6,6,5,5,4,4,3,1
"V25",7,6,6,5,5,4,4,3,1
"V26",2,2,2,2,2,2,2,2,2
"V27",4,1,1,1,1,1,1,1,1
"V28",2,2,2,2,2,2,2,2,2
"V29",8,7,7,6,6,5,4,3,1
"V30",8,7,7,6,6,5,4,3,1
"V31",1,1,1,1,1,1,1,1,1
"V32",2,2,2,2,2,2,2,2,2
"V33",10,9,6,5,5,4,4,3,1
"V34",8,7,7,6,6,5,4,3,1
"V35",5,4,4,4,4,3,3,2,2
"V36",9,8,8,7,4,3,3,2,2
"V37",5,4,4,4,4,3,3,2,2
"V38",6,5,5,2,2,2,2,2,2
"V39",3,3,3,3,3,1,1,1,1
"V40",8,7,7,6,6,5,4,3,1
"V41",5,4,4,4,4,3,3,2,2
"V42",8,7,7,6,6,5,4,3,1
"V43",5,4,4,4,4,3,3,2,2
"V44",8,7,7,6,6,5,4,3,1
"V45",7,6,6,5,5,4,4,3,1
"V46",7,6,6,5,5,4,4,3,1
"V47",2,2,2,2,2,2,2,2,2
"V48",10,9,6,5,5,4,4,3,1
"V49",8,7,7,6,6,5,4,3,1
"V50",6,5,5,2,2,2,2,2,2
"V51",9,8,8,7,4,3,3,2,2
"V52",7,6,6,5,5,4,4,3,1
"V53",9,8,8,7,4,3,3,2,2
"V54",5,4,4,4,4,3,3,2,2
"V55",8,7,7,6,6,5,4,3,1
"V56",4,1,1,1,1,1,1,1,1
"V57",8,7,7,6,6,5,4,3,1
"V58",10,9,6,5,5,4,4,3,1
"V59",5,4,4,4,4,3,3,2,2
"V60",10,9,6,5,5,4,4,3,1
"V61",8,7,7,6,6,5,4,3,1
"V62",9,8,8,7,4,3,3,2,2
"V63",10,9,6,5,5,4,4,3,1
"V64",8,7,7,6,6,5,4,3,1
"V65",1,1,1,1,1,1,1,1,1
"V66",10,9,6,5,5,4,4,3,1
"V67",8,7,7,6,6,5,4,3,1
"V68",5,4,4,4,4,3,3,2,2
"V69",8,7,7,6,6,5,4,3,1
"V70",7,6,6,5,5,4,4,3,1
"V71",3,3,3,3,3,1,1,1,1
"V72",8,7,7,6,6,5,4,3,1
"V73",8,7,7,6,6,5,4,3,1
"V74",10,9,6,5,5,4,4,3,1
"V75",8,7,7,6,6,5,4,3,1
"V76",5,4,4,4,4,3,3,2,2
"V77",9,8,8,7,4,3,3,2,2
"V78",8,7,7,6,6,5,4,3,1
"V79",5,4,4,4,4,3,3,2,2
"V80",5,4,4,4,4,3,3,2,2
"V81",5,4,4,4,4,3,3,2,2
"V82",5,4,4,4,4,3,3,2,2
"V83",5,4,4,4,4,3,3,2,2
"V84",9,8,8,7,4,3,3,2,2
"V85",9,8,8,7,4,3,3,2,2
"V86",5,4,4,4,4,3,3,2,2
"V87",7,6,6,5,5,4,4,3,1
"V88",10,9,6,5,5,4,4,3,1
"V89",3,3,3,3,3,1,1,1,1
"V90",3,3,3,3,3,1,1,1,1
"V91",10,9,6,5,5,4,4,3,1
"V92",5,4,4,4,4,3,3,2,2
"V93",7,6,6,5,5,4,4,3,1
"V94",5,4,4,4,4,3,3,2,2
"V95",5,4,4,4,4,3,3,2,2
"V96",9,8,8,7,4,3,3,2,2
"V97",6,5,5,2,2,2,2,2,2
"V98",9,8,8,7,4,3,3,2,2
"V99",2,2,2,2,2,2,2,2,2
"V100",5,4,4,4,4,3,3,2,2
"V101",6,5,5,2,2,2,2,2,2
"V102",5,4,4,4,4,3,3,2,2
"V103",5,4,4,4,4,3,3,2,2
"V104",10,9,6,5,5,4,4,3,1
"V105",10,9,6,5,5,4,4,3,1
"V106",9,8,8,7,4,3,3,2,2
"V107",8,7,7,6,6,5,4,3,1
"V108",6,5,5,2,2,2,2,2,2
"V109",8,7,7,6,6,5,4,3,1
"V110",2,2,2,2,2,2,2,2,2
"V111",9,8,8,7,4,3,3,2,2
"V112",9,8,8,7,4,3,3,2,2
"V113",1,1,1,1,1,1,1,1,1
"V114",6,5,5,2,2,2,2,2,2
"V115",2,2,2,2,2,2,2,2,2
"V116",6,5,5,2,2,2,2,2,2
"V117",2,2,2,2,2,2,2,2,2
"V118",2,2,2,2,2,2,2,2,2
"V119",5,4,4,4,4,3,3,2,2
"V120",9,8,8,7,4,3,3,2,2
"V121",3,3,3,3,3,1,1,1,1
"V122",5,4,4,4,4,3,3,2,2
"V123",6,5,5,2,2,2,2,2,2
"V124",5,4,4,4,4,3,3,2,2
"V125",6,5,5,2,2,2,2,2,2
"V126",4,1,1,1,1,1,1,1,1
"V127",1,1,1,1,1,1,1,1,1
"V128",5,4,4,4,4,3,3,2,2
"V129",8,7,7,6,6,5,4,3,1
"V130",10,9,6,5,5,4,4,3,1
"V131",10,9,6,5,5,4,4,3,1
"V132",2,2,2,2,2,2,2,2,2
"V133",6,5,5,2,2,2,2,2,2
"V134",8,7,7,6,6,5,4,3,1
"V135",7,6,6,5,5,4,4,3,1
"V136",7,6,6,5,5,4,4,3,1
"V137",7,6,6,5,5,4,4,3,1
"V138",2,2,2,2,2,2,2,2,2
"V139",7,6,6,5,5,4,4,3,1
"V140",5,4,4,4,4,3,3,2,2
"V141",5,4,4,4,4,3,3,2,2
"V142",8,7,7,6,6,5,4,3,1
"V143",1,1,1,1,1,1,1,1,1
"V144",7,6,6,5,5,4,4,3,1
"V145",6,5,5,2,2,2,2,2,2
"V146",8,7,7,6,6,5,4,3,1
"V147",8,7,7,6,6,5,4,3,1
"V148",7,6,6,5,5,4,4,3,1
"V149",9,8,8,7,4,3,3,2,2
"V150",5,4,4,4,4,3,3,2,2
"V151",9,8,8,7,4,3,3,2,2
"V152",5,4,4,4,4,3,3,2,2
