"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",7,7,6,6,5,5,2,2,2
"V2",8,8,7,1,1,1,1,1,1
"V3",6,6,5,5,4,4,4,1,1
"V4",10,1,1,1,1,1,1,1,1
"V5",4,4,4,4,3,3,3,3,1
"V6",2,2,2,2,2,2,2,2,2
"V7",4,4,4,4,3,3,3,3,1
"V8",1,1,1,1,1,1,1,1,1
"V9",5,5,5,5,4,4,4,1,1
"V10",7,7,6,6,5,5,2,2,2
"V11",2,2,2,2,2,2,2,2,2
"V12",9,9,8,7,6,3,3,3,1
"V13",7,7,6,6,5,5,2,2,2
"V14",5,5,5,5,4,4,4,1,1
"V15",5,5,5,5,4,4,4,1,1
"V16",1,1,1,1,1,1,1,1,1
"V17",6,6,5,5,4,4,4,1,1
"V18",5,5,5,5,4,4,4,1,1
"V19",2,2,2,2,2,2,2,2,2
"V20",2,2,2,2,2,2,2,2,2
"V21",6,6,5,5,4,4,4,1,1
"V22",7,7,6,6,5,5,2,2,2
"V23",3,3,3,3,3,3,3,3,1
"V24",10,1,1,1,1,1,1,1,1
"V25",1,1,1,1,1,1,1,1,1
"V26",5,5,5,5,4,4,4,1,1
"V27",10,1,1,1,1,1,1,1,1
"V28",5,5,5,5,4,4,4,1,1
"V29",2,2,2,2,2,2,2,2,2
"V30",2,2,2,2,2,2,2,2,2
"V31",8,8,7,1,1,1,1,1,1
"V32",5,5,5,5,4,4,4,1,1
"V33",1,1,1,1,1,1,1,1,1
"V34",2,2,2,2,2,2,2,2,2
"V35",2,2,2,2,2,2,2,2,2
"V36",7,7,6,6,5,5,2,2,2
"V37",7,7,6,6,5,5,2,2,2
"V38",6,6,5,5,4,4,4,1,1
"V39",4,4,4,4,3,3,3,3,1
"V40",2,2,2,2,2,2,2,2,2
"V41",7,7,6,6,5,5,2,2,2
"V42",2,2,2,2,2,2,2,2,2
"V43",7,7,6,6,5,5,2,2,2
"V44",10,1,1,1,1,1,1,1,1
"V45",10,1,1,1,1,1,1,1,1
"V46",1,1,1,1,1,1,1,1,1
"V47",5,5,5,5,4,4,4,1,1
"V48",1,1,1,1,1,1,1,1,1
"V49",2,2,2,2,2,2,2,2,2
"V50",6,6,5,5,4,4,4,1,1
"V51",7,7,6,6,5,5,2,2,2
"V52",1,1,1,1,1,1,1,1,1
"V53",7,7,6,6,5,5,2,2,2
"V54",7,7,6,6,5,5,2,2,2
"V55",2,2,2,2,2,2,2,2,2
"V56",9,9,8,7,6,3,3,3,1
"V57",2,2,2,2,2,2,2,2,2
"V58",5,5,5,5,4,4,4,1,1
"V59",7,7,6,6,5,5,2,2,2
"V60",1,1,1,1,1,1,1,1,1
"V61",2,2,2,2,2,2,2,2,2
"V62",7,7,6,6,5,5,2,2,2
"V63",2,2,2,2,2,2,2,2,2
"V64",2,2,2,2,2,2,2,2,2
"V65",8,8,7,1,1,1,1,1,1
"V66",5,5,5,5,4,4,4,1,1
"V67",2,2,2,2,2,2,2,2,2
"V68",7,7,6,6,5,5,2,2,2
"V69",2,2,2,2,2,2,2,2,2
"V70",1,1,1,1,1,1,1,1,1
"V71",3,3,3,3,3,3,3,3,1
"V72",10,1,1,1,1,1,1,1,1
"V73",2,2,2,2,2,2,2,2,2
"V74",5,5,5,5,4,4,4,1,1
"V75",2,2,2,2,2,2,2,2,2
"V76",7,7,6,6,5,5,2,2,2
"V77",7,7,6,6,5,5,2,2,2
"V78",2,2,2,2,2,2,2,2,2
"V79",7,7,6,6,5,5,2,2,2
"V80",7,7,6,6,5,5,2,2,2
"V81",7,7,6,6,5,5,2,2,2
"V82",2,2,2,2,2,2,2,2,2
"V83",7,7,6,6,5,5,2,2,2
"V84",7,7,6,6,5,5,2,2,2
"V85",7,7,6,6,5,5,2,2,2
"V86",7,7,6,6,5,5,2,2,2
"V87",10,1,1,1,1,1,1,1,1
"V88",1,1,1,1,1,1,1,1,1
"V89",3,3,3,3,3,3,3,3,1
"V90",3,3,3,3,3,3,3,3,1
"V91",5,5,5,5,4,4,4,1,1
"V92",2,2,2,2,2,2,2,2,2
"V93",10,1,1,1,1,1,1,1,1
"V94",2,2,2,2,2,2,2,2,2
"V95",5,5,5,5,4,4,4,1,1
"V96",7,7,6,6,5,5,2,2,2
"V97",6,6,5,5,4,4,4,1,1
"V98",7,7,6,6,5,5,2,2,2
"V99",5,5,5,5,4,4,4,1,1
"V100",7,7,6,6,5,5,2,2,2
