"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V1",6,6,2,2,2,2,2,2,1
"V2",6,6,2,2,2,2,2,2,1
"V3",2,2,2,2,2,2,2,2,1
"V4",5,5,5,1,1,1,1,1,1
"V5",8,8,7,6,6,1,1,1,1
"V6",3,3,3,3,3,3,3,3,2
"V7",8,8,7,6,6,1,1,1,1
"V8",10,5,5,1,1,1,1,1,1
"V9",4,4,4,4,4,4,3,3,2
"V10",3,3,3,3,3,3,3,3,2
"V11",3,3,3,3,3,3,3,3,2
"V12",9,9,8,7,5,5,4,2,1
"V13",3,3,3,3,3,3,3,3,2
"V14",4,4,4,4,4,4,3,3,2
"V15",6,6,2,2,2,2,2,2,1
"V16",10,5,5,1,1,1,1,1,1
"V17",2,2,2,2,2,2,2,2,1
"V18",4,4,4,4,4,4,3,3,2
"V19",3,3,3,3,3,3,3,3,2
"V20",3,3,3,3,3,3,3,3,2
"V21",2,2,2,2,2,2,2,2,1
"V22",6,6,2,2,2,2,2,2,1
"V23",1,1,1,1,1,1,1,1,1
"V24",5,5,5,1,1,1,1,1,1
"V25",10,5,5,1,1,1,1,1,1
"V26",4,4,4,4,4,4,3,3,2
"V27",5,5,5,1,1,1,1,1,1
"V28",4,4,4,4,4,4,3,3,2
"V29",3,3,3,3,3,3,3,3,2
"V30",3,3,3,3,3,3,3,3,2
"V31",6,6,2,2,2,2,2,2,1
"V32",4,4,4,4,4,4,3,3,2
"V33",10,5,5,1,1,1,1,1,1
"V34",3,3,3,3,3,3,3,3,2
"V35",3,3,3,3,3,3,3,3,2
"V36",6,6,2,2,2,2,2,2,1
"V37",4,4,4,4,4,4,3,3,2
"V38",2,2,2,2,2,2,2,2,1
"V39",8,8,7,6,6,1,1,1,1
"V40",3,3,3,3,3,3,3,3,2
"V41",3,3,3,3,3,3,3,3,2
"V42",3,3,3,3,3,3,3,3,2
"V43",4,4,4,4,4,4,3,3,2
"V44",5,5,5,1,1,1,1,1,1
"V45",5,5,5,1,1,1,1,1,1
"V46",10,5,5,1,1,1,1,1,1
"V47",3,3,3,3,3,3,3,3,2
"V48",10,5,5,1,1,1,1,1,1
"V49",3,3,3,3,3,3,3,3,2
"V50",2,2,2,2,2,2,2,2,1
"V51",6,6,2,2,2,2,2,2,1
"V52",10,5,5,1,1,1,1,1,1
"V53",6,6,2,2,2,2,2,2,1
"V54",3,3,3,3,3,3,3,3,2
"V55",3,3,3,3,3,3,3,3,2
"V56",7,7,6,5,5,5,4,2,1
"V57",3,3,3,3,3,3,3,3,2
"V58",4,4,4,4,4,4,3,3,2
"V59",6,6,2,2,2,2,2,2,1
"V60",10,5,5,1,1,1,1,1,1
"V61",3,3,3,3,3,3,3,3,2
"V62",6,6,2,2,2,2,2,2,1
"V63",4,4,4,4,4,4,3,3,2
"V64",3,3,3,3,3,3,3,3,2
"V65",6,6,2,2,2,2,2,2,1
"V66",4,4,4,4,4,4,3,3,2
"V67",3,3,3,3,3,3,3,3,2
"V68",3,3,3,3,3,3,3,3,2
"V69",3,3,3,3,3,3,3,3,2
"V70",10,5,5,1,1,1,1,1,1
"V71",1,1,1,1,1,1,1,1,1
"V72",5,5,5,1,1,1,1,1,1
"V73",3,3,3,3,3,3,3,3,2
"V74",4,4,4,4,4,4,3,3,2
"V75",3,3,3,3,3,3,3,3,2
"V76",4,4,4,4,4,4,3,3,2
"V77",6,6,2,2,2,2,2,2,1
"V78",3,3,3,3,3,3,3,3,2
"V79",6,6,2,2,2,2,2,2,1
"V80",4,4,4,4,4,4,3,3,2
"V81",4,4,4,4,4,4,3,3,2
"V82",4,4,4,4,4,4,3,3,2
"V83",6,6,2,2,2,2,2,2,1
"V84",6,6,2,2,2,2,2,2,1
"V85",6,6,2,2,2,2,2,2,1
"V86",4,4,4,4,4,4,3,3,2
"V87",5,5,5,1,1,1,1,1,1
"V88",10,5,5,1,1,1,1,1,1
"V89",1,1,1,1,1,1,1,1,1
"V90",1,1,1,1,1,1,1,1,1
"V91",4,4,4,4,4,4,3,3,2
"V92",4,4,4,4,4,4,3,3,2
"V93",5,5,5,1,1,1,1,1,1
"V94",3,3,3,3,3,3,3,3,2
"V95",4,4,4,4,4,4,3,3,2
"V96",6,6,2,2,2,2,2,2,1
"V97",2,2,2,2,2,2,2,2,1
"V98",6,6,2,2,2,2,2,2,1
"V99",3,3,3,3,3,3,3,3,2
"V100",3,3,3,3,3,3,3,3,2
